SessionID,UserID,Timestamp,PageType,DeviceType,Country,ReferralSource,TimeOnPage_seconds,ItemsInCart,Purchased
session_4551,user_2986,2025-08-22 17:24:50,home,Desktop,India,Google,138,0,0
session_4551,user_2986,2025-08-22 17:26:40,product_page,Desktop,India,Google,110,0,0
session_4552,user_1224,2025-01-01 04:08:46,home,Desktop,Australia,Social Media,62,0,0
session_4553,user_1282,2025-05-31 07:29:17,home,Desktop,USA,Google,79,0,0
session_4554,user_1449,2025-05-23 02:54:17,home,Mobile,Germany,Email,141,0,0
session_4554,user_1449,2025-05-23 02:56:23,product_page,Mobile,Germany,Email,126,0,0
session_4555,user_2736,2025-03-30 09:05:55,home,Desktop,Australia,Google,142,0,0
session_4555,user_2736,2025-03-30 09:07:11,product_page,Desktop,Australia,Google,76,0,0
session_4556,user_2714,2025-02-02 18:54:10,home,Tablet,India,Email,94,0,0
session_4556,user_2714,2025-02-02 18:55:23,product_page,Tablet,India,Email,73,4,0
session_4557,user_1906,2025-04-17 06:01:00,home,Tablet,India,Email,70,0,0
session_4557,user_1906,2025-04-17 06:03:04,product_page,Tablet,India,Email,124,2,0
session_4557,user_1906,2025-04-17 06:05:56,cart,Tablet,India,Email,172,2,0
session_4558,user_2283,2025-07-18 00:11:57,home,Mobile,France,Social Media,86,0,0
session_4559,user_1116,2025-08-17 09:23:24,home,Desktop,Canada,Direct,137,0,1
session_4559,user_1116,2025-08-17 09:25:58,product_page,Desktop,Canada,Direct,154,3,1
session_4559,user_1116,2025-08-17 09:27:45,cart,Desktop,Canada,Direct,107,3,1
session_4559,user_1116,2025-08-17 09:29:41,checkout,Desktop,Canada,Direct,116,3,1
session_4559,user_1116,2025-08-17 09:31:27,confirmation,Desktop,Canada,Direct,106,0,1
session_4560,user_2229,2025-04-04 18:09:20,home,Tablet,USA,Google,129,0,0
session_4560,user_2229,2025-04-04 18:10:37,product_page,Tablet,USA,Google,77,1,0
session_4560,user_2229,2025-04-04 18:13:07,cart,Tablet,USA,Google,150,1,0
session_4561,user_1008,2025-05-31 03:10:48,home,Mobile,France,Direct,84,0,0
session_4562,user_1250,2025-01-24 17:15:02,home,Mobile,India,Direct,58,0,0
session_4562,user_1250,2025-01-24 17:17:36,product_page,Mobile,India,Direct,154,3,0
session_4563,user_1942,2025-04-03 06:53:09,home,Desktop,UK,Direct,140,0,0
session_4563,user_1942,2025-04-03 06:54:11,product_page,Desktop,UK,Direct,62,2,0
session_4564,user_1667,2025-07-17 08:11:05,home,Mobile,USA,Google,174,0,0
session_4564,user_1667,2025-07-17 08:13:41,product_page,Mobile,USA,Google,156,5,0
session_4565,user_1636,2025-04-01 22:59:44,home,Tablet,Australia,Google,60,0,0
session_4565,user_1636,2025-04-01 23:01:32,product_page,Tablet,Australia,Google,108,3,0
session_4565,user_1636,2025-04-01 23:02:34,cart,Tablet,Australia,Google,62,3,0
session_4566,user_2960,2025-06-27 07:05:32,home,Tablet,France,Google,36,0,0
session_4567,user_2862,2025-07-22 20:13:44,home,Mobile,Australia,Direct,77,0,0
session_4567,user_2862,2025-07-22 20:15:34,product_page,Mobile,Australia,Direct,110,0,0
session_4568,user_1032,2025-08-26 17:05:04,home,Tablet,Australia,Google,122,0,0
session_4568,user_1032,2025-08-26 17:05:21,product_page,Tablet,Australia,Google,17,4,0
session_4568,user_1032,2025-08-26 17:06:15,cart,Tablet,Australia,Google,54,4,0
session_4569,user_2877,2025-01-06 04:40:20,home,Mobile,India,Email,168,0,0
session_4570,user_2501,2025-05-16 04:22:07,home,Desktop,UK,Google,74,0,1
session_4570,user_2501,2025-05-16 04:24:28,product_page,Desktop,UK,Google,141,0,1
session_4570,user_2501,2025-05-16 04:25:57,cart,Desktop,UK,Google,89,3,1
session_4570,user_2501,2025-05-16 04:27:55,checkout,Desktop,UK,Google,118,3,1
session_4570,user_2501,2025-05-16 04:30:00,confirmation,Desktop,UK,Google,125,0,1
session_4571,user_2860,2025-06-09 01:43:01,home,Desktop,Germany,Google,121,0,0
session_4571,user_2860,2025-06-09 01:45:23,product_page,Desktop,Germany,Google,142,0,0
session_4572,user_1635,2025-05-13 21:42:51,home,Tablet,India,Social Media,109,0,0
session_4572,user_1635,2025-05-13 21:44:03,product_page,Tablet,India,Social Media,72,0,0
session_4573,user_2632,2025-01-13 08:22:14,home,Desktop,Canada,Direct,154,0,1
session_4573,user_2632,2025-01-13 08:23:41,product_page,Desktop,Canada,Direct,87,2,1
session_4573,user_2632,2025-01-13 08:24:03,cart,Desktop,Canada,Direct,22,2,1
session_4573,user_2632,2025-01-13 08:24:54,checkout,Desktop,Canada,Direct,51,2,1
session_4573,user_2632,2025-01-13 08:25:30,confirmation,Desktop,Canada,Direct,36,0,1
session_4574,user_1326,2025-03-22 12:05:51,home,Desktop,Germany,Email,128,0,0
session_4574,user_1326,2025-03-22 12:08:44,product_page,Desktop,Germany,Email,173,5,0
session_4575,user_1985,2025-05-04 20:18:23,home,Desktop,USA,Google,22,0,1
session_4575,user_1985,2025-05-04 20:21:08,product_page,Desktop,USA,Google,165,0,1
session_4575,user_1985,2025-05-04 20:22:55,cart,Desktop,USA,Google,107,0,1
session_4575,user_1985,2025-05-04 20:23:16,checkout,Desktop,USA,Google,21,2,1
session_4575,user_1985,2025-05-04 20:24:09,confirmation,Desktop,USA,Google,53,0,1
session_4576,user_2807,2025-02-08 20:21:13,home,Mobile,USA,Google,25,0,0
session_4576,user_2807,2025-02-08 20:23:10,product_page,Mobile,USA,Google,117,5,0
session_4577,user_1468,2025-02-09 05:54:52,home,Desktop,USA,Email,137,0,0
session_4577,user_1468,2025-02-09 05:57:04,product_page,Desktop,USA,Email,132,2,0
session_4577,user_1468,2025-02-09 05:58:17,cart,Desktop,USA,Email,73,2,0
session_4578,user_1559,2025-01-06 13:11:13,home,Mobile,Australia,Social Media,161,0,0
session_4578,user_1559,2025-01-06 13:12:35,product_page,Mobile,Australia,Social Media,82,0,0
session_4579,user_2393,2025-08-23 13:34:43,home,Tablet,India,Google,35,0,1
session_4579,user_2393,2025-08-23 13:36:36,product_page,Tablet,India,Google,113,5,1
session_4579,user_2393,2025-08-23 13:39:30,cart,Tablet,India,Google,174,5,1
session_4579,user_2393,2025-08-23 13:41:55,checkout,Tablet,India,Google,145,5,1
session_4579,user_2393,2025-08-23 13:44:21,confirmation,Tablet,India,Google,146,0,1
session_4580,user_1270,2025-04-19 17:14:15,home,Mobile,India,Social Media,74,0,0
session_4580,user_1270,2025-04-19 17:16:54,product_page,Mobile,India,Social Media,159,0,0
session_4581,user_2329,2025-05-14 18:40:19,home,Mobile,Canada,Google,163,0,0
session_4581,user_2329,2025-05-14 18:40:55,product_page,Mobile,Canada,Google,36,0,0
session_4582,user_1201,2025-01-17 15:31:29,home,Tablet,Australia,Direct,78,0,0
session_4582,user_1201,2025-01-17 15:32:37,product_page,Tablet,Australia,Direct,68,3,0
session_4583,user_2394,2025-01-17 05:07:27,home,Tablet,Germany,Social Media,62,0,0
session_4583,user_2394,2025-01-17 05:08:39,product_page,Tablet,Germany,Social Media,72,2,0
session_4584,user_2422,2025-08-04 10:25:39,home,Mobile,India,Social Media,42,0,0
session_4584,user_2422,2025-08-04 10:27:30,product_page,Mobile,India,Social Media,111,5,0
session_4585,user_1187,2025-07-24 00:36:27,home,Tablet,India,Google,53,0,0
session_4585,user_1187,2025-07-24 00:37:22,product_page,Tablet,India,Google,55,3,0
session_4586,user_1922,2025-04-19 18:54:21,home,Desktop,Australia,Direct,112,0,0
session_4586,user_1922,2025-04-19 18:55:04,product_page,Desktop,Australia,Direct,43,4,0
session_4587,user_1116,2025-01-29 14:21:44,home,Tablet,France,Google,153,0,0
session_4587,user_1116,2025-01-29 14:22:13,product_page,Tablet,France,Google,29,0,0
session_4588,user_1020,2025-03-27 23:17:34,home,Desktop,USA,Google,37,0,0
session_4588,user_1020,2025-03-27 23:20:27,product_page,Desktop,USA,Google,173,0,0
session_4589,user_2844,2025-02-26 21:48:12,home,Desktop,UK,Social Media,46,0,0
session_4589,user_2844,2025-02-26 21:50:15,product_page,Desktop,UK,Social Media,123,0,0
session_4590,user_2733,2025-04-11 01:10:03,home,Mobile,UK,Email,64,0,0
session_4590,user_2733,2025-04-11 01:10:34,product_page,Mobile,UK,Email,31,0,0
session_4590,user_2733,2025-04-11 01:12:58,cart,Mobile,UK,Email,144,2,0
session_4591,user_1131,2025-01-23 04:45:02,home,Tablet,UK,Direct,82,0,1
session_4591,user_1131,2025-01-23 04:47:59,product_page,Tablet,UK,Direct,177,0,1
session_4591,user_1131,2025-01-23 04:48:44,cart,Tablet,UK,Direct,45,5,1
session_4591,user_1131,2025-01-23 04:50:05,checkout,Tablet,UK,Direct,81,5,1
session_4591,user_1131,2025-01-23 04:52:45,confirmation,Tablet,UK,Direct,160,0,1
session_4592,user_1920,2025-07-22 19:30:28,home,Desktop,France,Social Media,116,0,0
session_4592,user_1920,2025-07-22 19:31:06,product_page,Desktop,France,Social Media,38,3,0
session_4593,user_2227,2025-04-20 00:24:47,home,Desktop,USA,Google,31,0,0
session_4593,user_2227,2025-04-20 00:26:32,product_page,Desktop,USA,Google,105,3,0
session_4594,user_1105,2025-05-20 04:53:04,home,Desktop,Germany,Email,65,0,1
session_4594,user_1105,2025-05-20 04:53:27,product_page,Desktop,Germany,Email,23,3,1
session_4594,user_1105,2025-05-20 04:55:01,cart,Desktop,Germany,Email,94,3,1
session_4594,user_1105,2025-05-20 04:57:48,checkout,Desktop,Germany,Email,167,3,1
session_4594,user_1105,2025-05-20 04:59:25,confirmation,Desktop,Germany,Email,97,0,1
session_4595,user_2411,2025-03-28 15:39:54,home,Desktop,USA,Email,88,0,0
session_4595,user_2411,2025-03-28 15:40:55,product_page,Desktop,USA,Email,61,4,0
session_4595,user_2411,2025-03-28 15:41:33,cart,Desktop,USA,Email,38,4,0
session_4596,user_2704,2025-02-09 06:58:15,home,Tablet,Germany,Social Media,172,0,0
session_4596,user_2704,2025-02-09 06:59:58,product_page,Tablet,Germany,Social Media,103,3,0
session_4597,user_2668,2025-03-08 17:33:29,home,Desktop,Canada,Email,23,0,0
session_4597,user_2668,2025-03-08 17:34:03,product_page,Desktop,Canada,Email,34,5,0
session_4598,user_2544,2025-08-29 06:45:59,home,Desktop,Germany,Google,86,0,0
session_4598,user_2544,2025-08-29 06:47:14,product_page,Desktop,Germany,Google,75,0,0
session_4599,user_2399,2025-03-25 18:34:57,home,Tablet,Canada,Direct,98,0,1
session_4599,user_2399,2025-03-25 18:36:19,product_page,Tablet,Canada,Direct,82,0,1
session_4599,user_2399,2025-03-25 18:37:41,cart,Tablet,Canada,Direct,82,4,1
session_4599,user_2399,2025-03-25 18:38:46,checkout,Tablet,Canada,Direct,65,4,1
session_4599,user_2399,2025-03-25 18:41:38,confirmation,Tablet,Canada,Direct,172,0,1
session_4600,user_2498,2025-01-25 06:45:12,home,Tablet,Germany,Email,92,0,0
session_4601,user_1078,2025-02-12 01:47:27,home,Mobile,Canada,Direct,50,0,0
session_4601,user_1078,2025-02-12 01:49:21,product_page,Mobile,Canada,Direct,114,0,0
session_4602,user_2399,2025-01-18 14:55:04,home,Desktop,France,Social Media,132,0,0
session_4602,user_2399,2025-01-18 14:57:31,product_page,Desktop,France,Social Media,147,0,0
session_4603,user_2764,2025-05-26 12:33:43,home,Desktop,Australia,Social Media,21,0,0
session_4603,user_2764,2025-05-26 12:36:32,product_page,Desktop,Australia,Social Media,169,2,0
session_4604,user_2404,2025-08-01 14:34:15,home,Mobile,France,Google,123,0,0
session_4604,user_2404,2025-08-01 14:36:55,product_page,Mobile,France,Google,160,5,0
session_4604,user_2404,2025-08-01 14:39:33,cart,Mobile,France,Google,158,5,0
session_4605,user_1254,2025-02-23 06:20:31,home,Tablet,France,Direct,15,0,0
session_4605,user_1254,2025-02-23 06:21:23,product_page,Tablet,France,Direct,52,4,0
session_4606,user_1338,2025-04-24 16:20:46,home,Mobile,Germany,Social Media,78,0,0
session_4606,user_1338,2025-04-24 16:22:58,product_page,Mobile,Germany,Social Media,132,5,0
session_4606,user_1338,2025-04-24 16:25:27,cart,Mobile,Germany,Social Media,149,5,0
session_4607,user_2711,2025-07-31 22:13:32,home,Tablet,France,Social Media,90,0,0
session_4607,user_2711,2025-07-31 22:15:41,product_page,Tablet,France,Social Media,129,0,0
session_4608,user_1757,2025-02-22 23:46:18,home,Mobile,France,Social Media,157,0,0
session_4608,user_1757,2025-02-22 23:47:46,product_page,Mobile,France,Social Media,88,2,0
session_4609,user_1722,2025-06-26 02:15:56,home,Desktop,Canada,Email,33,0,0
session_4609,user_1722,2025-06-26 02:16:33,product_page,Desktop,Canada,Email,37,2,0
session_4610,user_1087,2025-03-28 19:34:23,home,Mobile,USA,Direct,46,0,0
session_4610,user_1087,2025-03-28 19:35:29,product_page,Mobile,USA,Direct,66,0,0
session_4611,user_2459,2025-01-13 16:23:11,home,Tablet,India,Email,77,0,0
session_4612,user_1855,2025-06-10 03:15:03,home,Desktop,Canada,Social Media,72,0,1
session_4612,user_1855,2025-06-10 03:15:51,product_page,Desktop,Canada,Social Media,48,5,1
session_4612,user_1855,2025-06-10 03:18:33,cart,Desktop,Canada,Social Media,162,5,1
session_4612,user_1855,2025-06-10 03:20:41,checkout,Desktop,Canada,Social Media,128,5,1
session_4612,user_1855,2025-06-10 03:23:17,confirmation,Desktop,Canada,Social Media,156,0,1
session_4613,user_2569,2025-08-25 11:28:32,home,Mobile,Canada,Direct,72,0,0
session_4613,user_2569,2025-08-25 11:29:59,product_page,Mobile,Canada,Direct,87,1,0
session_4614,user_1523,2025-04-30 12:09:22,home,Mobile,UK,Email,109,0,0
session_4614,user_1523,2025-04-30 12:12:17,product_page,Mobile,UK,Email,175,5,0
session_4614,user_1523,2025-04-30 12:14:05,cart,Mobile,UK,Email,108,5,0
session_4614,user_1523,2025-04-30 12:16:10,checkout,Mobile,UK,Email,125,5,0
session_4615,user_1212,2025-05-23 20:28:31,home,Mobile,Canada,Email,80,0,1
session_4615,user_1212,2025-05-23 20:29:22,product_page,Mobile,Canada,Email,51,0,1
session_4615,user_1212,2025-05-23 20:30:11,cart,Mobile,Canada,Email,49,1,1
session_4615,user_1212,2025-05-23 20:31:18,checkout,Mobile,Canada,Email,67,1,1
session_4615,user_1212,2025-05-23 20:33:02,confirmation,Mobile,Canada,Email,104,0,1
session_4616,user_2997,2025-06-07 21:06:01,home,Tablet,USA,Direct,50,0,0
session_4616,user_2997,2025-06-07 21:08:55,product_page,Tablet,USA,Direct,174,2,0
session_4617,user_2494,2025-07-11 18:57:28,home,Desktop,UK,Google,91,0,0
session_4617,user_2494,2025-07-11 19:00:20,product_page,Desktop,UK,Google,172,0,0
session_4618,user_2471,2025-03-19 12:29:02,home,Desktop,USA,Social Media,133,0,0
session_4619,user_2486,2025-03-24 18:18:12,home,Tablet,Australia,Direct,54,0,0
session_4620,user_1966,2025-07-13 18:42:32,home,Desktop,USA,Direct,90,0,1
session_4620,user_1966,2025-07-13 18:43:18,product_page,Desktop,USA,Direct,46,4,1
session_4620,user_1966,2025-07-13 18:43:58,cart,Desktop,USA,Direct,40,4,1
session_4620,user_1966,2025-07-13 18:44:49,checkout,Desktop,USA,Direct,51,4,1
session_4620,user_1966,2025-07-13 18:45:22,confirmation,Desktop,USA,Direct,33,0,1
session_4621,user_2889,2025-06-14 07:14:43,home,Desktop,Australia,Email,83,0,1
session_4621,user_2889,2025-06-14 07:15:32,product_page,Desktop,Australia,Email,49,4,1
session_4621,user_2889,2025-06-14 07:16:46,cart,Desktop,Australia,Email,74,4,1
session_4621,user_2889,2025-06-14 07:17:13,checkout,Desktop,Australia,Email,27,4,1
session_4621,user_2889,2025-06-14 07:18:33,confirmation,Desktop,Australia,Email,80,0,1
session_4622,user_2875,2025-06-10 20:38:02,home,Mobile,France,Direct,148,0,0
session_4622,user_2875,2025-06-10 20:39:38,product_page,Mobile,France,Direct,96,0,0
session_4623,user_1381,2025-02-17 12:55:51,home,Desktop,UK,Google,81,0,0
session_4623,user_1381,2025-02-17 12:57:43,product_page,Desktop,UK,Google,112,1,0
session_4623,user_1381,2025-02-17 12:58:28,cart,Desktop,UK,Google,45,1,0
session_4624,user_2709,2025-01-22 04:45:57,home,Mobile,Canada,Google,73,0,0
session_4624,user_2709,2025-01-22 04:46:32,product_page,Mobile,Canada,Google,35,0,0
session_4625,user_1280,2025-04-08 08:55:41,home,Tablet,Germany,Email,142,0,1
session_4625,user_1280,2025-04-08 08:57:50,product_page,Tablet,Germany,Email,129,5,1
session_4625,user_1280,2025-04-08 08:58:13,cart,Tablet,Germany,Email,23,5,1
session_4625,user_1280,2025-04-08 09:01:04,checkout,Tablet,Germany,Email,171,5,1
session_4625,user_1280,2025-04-08 09:01:32,confirmation,Tablet,Germany,Email,28,0,1
session_4626,user_1535,2025-08-09 20:45:54,home,Tablet,Germany,Social Media,114,0,0
session_4626,user_1535,2025-08-09 20:46:34,product_page,Tablet,Germany,Social Media,40,0,0
session_4626,user_1535,2025-08-09 20:47:39,cart,Tablet,Germany,Social Media,65,4,0
session_4627,user_2139,2025-06-28 18:53:47,home,Desktop,Canada,Google,107,0,0
session_4627,user_2139,2025-06-28 18:56:29,product_page,Desktop,Canada,Google,162,5,0
session_4627,user_2139,2025-06-28 18:59:11,cart,Desktop,Canada,Google,162,5,0
session_4628,user_1934,2025-06-04 11:11:49,home,Tablet,Germany,Direct,28,0,1
session_4628,user_1934,2025-06-04 11:12:46,product_page,Tablet,Germany,Direct,57,0,1
session_4628,user_1934,2025-06-04 11:14:55,cart,Tablet,Germany,Direct,129,1,1
session_4628,user_1934,2025-06-04 11:17:16,checkout,Tablet,Germany,Direct,141,1,1
session_4628,user_1934,2025-06-04 11:20:07,confirmation,Tablet,Germany,Direct,171,0,1
session_4629,user_1730,2025-08-17 06:35:07,home,Mobile,USA,Google,137,0,1
session_4629,user_1730,2025-08-17 06:38:03,product_page,Mobile,USA,Google,176,2,1
session_4629,user_1730,2025-08-17 06:39:49,cart,Mobile,USA,Google,106,2,1
session_4629,user_1730,2025-08-17 06:40:08,checkout,Mobile,USA,Google,19,2,1
session_4629,user_1730,2025-08-17 06:41:16,confirmation,Mobile,USA,Google,68,0,1
session_4630,user_1203,2025-04-02 10:06:40,home,Desktop,UK,Google,119,0,1
session_4630,user_1203,2025-04-02 10:07:01,product_page,Desktop,UK,Google,21,1,1
session_4630,user_1203,2025-04-02 10:09:33,cart,Desktop,UK,Google,152,1,1
session_4630,user_1203,2025-04-02 10:09:53,checkout,Desktop,UK,Google,20,1,1
session_4630,user_1203,2025-04-02 10:12:31,confirmation,Desktop,UK,Google,158,0,1
session_4631,user_2777,2025-02-11 09:12:03,home,Mobile,France,Google,103,0,0
session_4631,user_2777,2025-02-11 09:13:35,product_page,Mobile,France,Google,92,3,0
session_4632,user_2540,2025-08-22 04:06:28,home,Tablet,India,Email,81,0,0
session_4633,user_2634,2025-06-18 09:04:49,home,Desktop,France,Social Media,22,0,0
session_4633,user_2634,2025-06-18 09:06:48,product_page,Desktop,France,Social Media,119,4,0
session_4634,user_2770,2025-08-04 02:53:40,home,Desktop,Germany,Direct,59,0,1
session_4634,user_2770,2025-08-04 02:56:09,product_page,Desktop,Germany,Direct,149,2,1
session_4634,user_2770,2025-08-04 02:57:58,cart,Desktop,Germany,Direct,109,2,1
session_4634,user_2770,2025-08-04 02:59:27,checkout,Desktop,Germany,Direct,89,2,1
session_4634,user_2770,2025-08-04 03:01:38,confirmation,Desktop,Germany,Direct,131,0,1
session_4635,user_1018,2025-06-26 00:15:02,home,Mobile,France,Google,180,0,0
session_4636,user_2576,2025-06-25 16:50:07,home,Mobile,USA,Direct,100,0,0
session_4636,user_2576,2025-06-25 16:53:07,product_page,Mobile,USA,Direct,180,4,0
session_4637,user_1558,2025-05-16 02:36:13,home,Desktop,France,Social Media,83,0,0
session_4637,user_1558,2025-05-16 02:38:48,product_page,Desktop,France,Social Media,155,4,0
session_4638,user_2834,2025-08-07 15:01:52,home,Desktop,Australia,Social Media,125,0,0
session_4638,user_2834,2025-08-07 15:02:56,product_page,Desktop,Australia,Social Media,64,5,0
session_4639,user_1085,2025-07-07 20:01:32,home,Mobile,UK,Email,125,0,0
session_4639,user_1085,2025-07-07 20:02:58,product_page,Mobile,UK,Email,86,5,0
session_4640,user_2488,2025-06-04 14:15:18,home,Mobile,France,Google,133,0,0
session_4640,user_2488,2025-06-04 14:17:31,product_page,Mobile,France,Google,133,2,0
session_4641,user_2103,2025-04-15 15:38:23,home,Tablet,Australia,Social Media,132,0,1
session_4641,user_2103,2025-04-15 15:40:08,product_page,Tablet,Australia,Social Media,105,3,1
session_4641,user_2103,2025-04-15 15:42:38,cart,Tablet,Australia,Social Media,150,3,1
session_4641,user_2103,2025-04-15 15:44:17,checkout,Tablet,Australia,Social Media,99,3,1
session_4641,user_2103,2025-04-15 15:45:58,confirmation,Tablet,Australia,Social Media,101,0,1
session_4642,user_1008,2025-08-10 11:25:00,home,Tablet,Germany,Social Media,45,0,0
session_4643,user_1527,2025-07-02 01:06:51,home,Tablet,India,Email,41,0,0
session_4643,user_1527,2025-07-02 01:09:29,product_page,Tablet,India,Email,158,0,0
session_4643,user_1527,2025-07-02 01:11:20,cart,Tablet,India,Email,111,4,0
session_4644,user_2520,2025-03-29 14:17:06,home,Mobile,Canada,Google,50,0,0
session_4644,user_2520,2025-03-29 14:18:05,product_page,Mobile,Canada,Google,59,0,0
session_4645,user_1654,2025-02-12 01:07:06,home,Mobile,France,Google,127,0,0
session_4645,user_1654,2025-02-12 01:07:33,product_page,Mobile,France,Google,27,4,0
session_4646,user_2112,2025-06-26 13:46:04,home,Desktop,Germany,Social Media,125,0,0
session_4647,user_2002,2025-07-19 13:41:32,home,Desktop,Australia,Email,125,0,0
session_4647,user_2002,2025-07-19 13:42:12,product_page,Desktop,Australia,Email,40,0,0
session_4648,user_1313,2025-07-18 04:59:58,home,Tablet,Australia,Direct,21,0,0
session_4648,user_1313,2025-07-18 05:00:40,product_page,Tablet,Australia,Direct,42,2,0
session_4649,user_2243,2025-05-06 06:09:31,home,Tablet,India,Direct,35,0,1
session_4649,user_2243,2025-05-06 06:12:23,product_page,Tablet,India,Direct,172,3,1
session_4649,user_2243,2025-05-06 06:14:50,cart,Tablet,India,Direct,147,3,1
session_4649,user_2243,2025-05-06 06:16:34,checkout,Tablet,India,Direct,104,3,1
session_4649,user_2243,2025-05-06 06:18:24,confirmation,Tablet,India,Direct,110,0,1
session_4650,user_1026,2025-04-01 09:17:23,home,Tablet,Canada,Google,113,0,1
session_4650,user_1026,2025-04-01 09:19:46,product_page,Tablet,Canada,Google,143,0,1
session_4650,user_1026,2025-04-01 09:20:10,cart,Tablet,Canada,Google,24,3,1
session_4650,user_1026,2025-04-01 09:22:00,checkout,Tablet,Canada,Google,110,3,1
session_4650,user_1026,2025-04-01 09:23:24,confirmation,Tablet,Canada,Google,84,0,1
session_4651,user_2549,2025-06-19 06:14:39,home,Mobile,Australia,Google,127,0,0
session_4652,user_2395,2025-04-07 08:16:39,home,Desktop,France,Social Media,163,0,0
session_4652,user_2395,2025-04-07 08:17:15,product_page,Desktop,France,Social Media,36,5,0
session_4653,user_1550,2025-07-19 12:48:00,home,Mobile,Australia,Email,29,0,0
session_4653,user_1550,2025-07-19 12:49:30,product_page,Mobile,Australia,Email,90,0,0
session_4653,user_1550,2025-07-19 12:51:57,cart,Mobile,Australia,Email,147,0,0
session_4654,user_1789,2025-08-27 00:22:24,home,Mobile,France,Email,77,0,0
session_4655,user_1755,2025-06-28 18:56:56,home,Tablet,USA,Google,88,0,0
session_4656,user_1397,2025-03-01 00:04:11,home,Mobile,USA,Direct,145,0,0
session_4657,user_2308,2025-08-31 22:37:31,home,Desktop,France,Email,145,0,0
session_4657,user_2308,2025-08-31 22:40:09,product_page,Desktop,France,Email,158,0,0
session_4658,user_2660,2025-06-02 03:13:58,home,Mobile,Australia,Google,17,0,0
session_4658,user_2660,2025-06-02 03:15:24,product_page,Mobile,Australia,Google,86,0,0
session_4659,user_1909,2025-02-25 06:10:24,home,Desktop,Canada,Direct,171,0,0
session_4659,user_1909,2025-02-25 06:12:15,product_page,Desktop,Canada,Direct,111,3,0
session_4660,user_2882,2025-01-30 06:58:59,home,Desktop,India,Social Media,175,0,0
session_4660,user_2882,2025-01-30 07:01:14,product_page,Desktop,India,Social Media,135,3,0
session_4661,user_2207,2025-07-20 08:39:40,home,Mobile,Germany,Direct,119,0,0
session_4661,user_2207,2025-07-20 08:41:14,product_page,Mobile,Germany,Direct,94,3,0
session_4662,user_2972,2025-02-01 14:42:33,home,Desktop,Germany,Social Media,132,0,0
session_4662,user_2972,2025-02-01 14:44:19,product_page,Desktop,Germany,Social Media,106,4,0
session_4663,user_2784,2025-05-19 09:43:52,home,Mobile,UK,Social Media,112,0,1
session_4663,user_2784,2025-05-19 09:46:24,product_page,Mobile,UK,Social Media,152,0,1
session_4663,user_2784,2025-05-19 09:47:38,cart,Mobile,UK,Social Media,74,0,1
session_4663,user_2784,2025-05-19 09:48:20,checkout,Mobile,UK,Social Media,42,3,1
session_4663,user_2784,2025-05-19 09:49:17,confirmation,Mobile,UK,Social Media,57,0,1
session_4664,user_1885,2025-06-29 11:55:55,home,Mobile,Australia,Google,160,0,0
session_4664,user_1885,2025-06-29 11:57:40,product_page,Mobile,Australia,Google,105,3,0
session_4664,user_1885,2025-06-29 12:00:37,cart,Mobile,Australia,Google,177,3,0
session_4665,user_1887,2025-05-17 11:31:27,home,Mobile,Germany,Direct,71,0,0
session_4665,user_1887,2025-05-17 11:34:17,product_page,Mobile,Germany,Direct,170,0,0
session_4665,user_1887,2025-05-17 11:36:22,cart,Mobile,Germany,Direct,125,5,0
session_4665,user_1887,2025-05-17 11:38:10,checkout,Mobile,Germany,Direct,108,5,0
session_4666,user_1794,2025-01-17 16:44:10,home,Desktop,UK,Email,130,0,0
session_4666,user_1794,2025-01-17 16:45:44,product_page,Desktop,UK,Email,94,0,0
session_4667,user_2804,2025-04-16 00:23:27,home,Tablet,Germany,Google,42,0,0
session_4667,user_2804,2025-04-16 00:24:12,product_page,Tablet,Germany,Google,45,5,0
session_4668,user_2928,2025-01-18 12:40:57,home,Desktop,Germany,Email,67,0,0
session_4668,user_2928,2025-01-18 12:41:15,product_page,Desktop,Germany,Email,18,1,0
session_4669,user_1563,2025-01-12 09:47:06,home,Mobile,India,Google,122,0,0
session_4669,user_1563,2025-01-12 09:48:01,product_page,Mobile,India,Google,55,0,0
session_4670,user_2334,2025-07-28 00:13:47,home,Desktop,Canada,Social Media,56,0,0
session_4670,user_2334,2025-07-28 00:15:45,product_page,Desktop,Canada,Social Media,118,2,0
session_4671,user_1446,2025-03-20 18:36:05,home,Tablet,India,Direct,167,0,0
session_4671,user_1446,2025-03-20 18:36:37,product_page,Tablet,India,Direct,32,0,0
session_4672,user_2543,2025-03-07 11:57:50,home,Tablet,UK,Direct,20,0,0
session_4673,user_1547,2025-06-25 13:56:19,home,Desktop,Canada,Direct,71,0,1
session_4673,user_1547,2025-06-25 13:58:05,product_page,Desktop,Canada,Direct,106,5,1
session_4673,user_1547,2025-06-25 14:00:43,cart,Desktop,Canada,Direct,158,5,1
session_4673,user_1547,2025-06-25 14:02:14,checkout,Desktop,Canada,Direct,91,5,1
session_4673,user_1547,2025-06-25 14:04:25,confirmation,Desktop,Canada,Direct,131,0,1
session_4674,user_1165,2025-01-17 08:45:39,home,Tablet,Germany,Google,28,0,0
session_4674,user_1165,2025-01-17 08:48:16,product_page,Tablet,Germany,Google,157,0,0
session_4674,user_1165,2025-01-17 08:50:51,cart,Tablet,Germany,Google,155,2,0
session_4674,user_1165,2025-01-17 08:53:27,checkout,Tablet,Germany,Google,156,2,0
